lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
Ἕλενος,10,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ὁδός,10,151,"Eating, drinking; using drugs (8); Economics (7); Psychology (7)",39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,"Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Boating; Building & Construction; Business enterprises and their structure; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Fashion design of clothing; Geography & Travel; Grammar; Human anatomy, cytology & histology; Human figures; Hydraulic engineering; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Secondary education; Social, folk, national dancing; Sociology & anthropology; Sound & related vibrations; Sports, Games & Entertainment; Stocks; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","a collection of things sharing a common attribute: ""there are two classes of detergents"""
ἀρκέω,10,54,Life Sciences; Biology (5); Psychology (4); Ball games (4),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Eating, drinking; using drugs; Economics; Fashion design of clothing; Games Of Chance; Geography & Travel; Hunting; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Political Science; Production; Psychology; Public Administration; Secondary education; Sociology & anthropology; Stage Presentations; Textiles; Transportation; Ground Transportation","be abolished or discarded: ""These ugly billboards have to go!"" ""These luxuries all had to go under the Khmer Rouge"""
Ἱππόλοχος,10,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
σήμερον,10,95,Life Sciences; Biology (11); Animals (Zoology) (11); Psychology (11),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,Human Physiology,"at the present moment: ""goods now on sale""; ""the now-aging dictator""; ""they are now abroad""; ""he is busy at present writ"
καταπαύω,10,-1,(noise),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chess; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Fashion design of clothing; Games Of Chance; Geography & Travel; Grammar; Higher Education; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Money; Music; News Media, Journalism & Publishing; Outdoor life; Physics; Political Science; Production; Psychology; Public Administration; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Stocks; Taxes and taxation; Transportation; Ground Transportation; Water, Air & Space Transportation",expel from one's property; force to move out
πρόσωπον,10,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Business enterprises and their structure; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Equestrian Sports & Animal Racing; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Grammar; Home & Family Management; Human Physiology; Human anatomy, cytology & histology; Human figures; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Literature; Mathematics; Meteorology; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Painting; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Processes, forms & subjects of sculpture; Production; Psychology; Public Administration; Religion; Sociology & anthropology; Sports, Games & Entertainment; Stage Presentations; Stocks; Transportation; Ground Transportation",all the competitors in a particular contest or sporting event
ἔκτοσθε,10,164,Life Sciences; Biology (5); Plants (Botany) (5); Building & Construction (5),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,,"on the outside: ""outside, the box is black"""
ἕωθεν,10,57,Psychology (3); Athletic & Outdoor Sports & Games (2),25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,,"before the usual time or the time expected: ""she graduated early""; ""the house was completed ahead of time"""
ὑποτίθημι,10,-1,(noise),21,Psychology (20); Athletic & Outdoor Sports & Games (16); Economics (15),True,,"put or settle into a position: ""The hotel was set down at the bottom of the valley"""
ἀμήχανος,10,56,Human Physiology (3); Psychology (2); Human figures (2),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Chemistry; Eating, drinking; using drugs; Economics; Food & Drink; Geology, Hydrology & Meteorology; Grammar; Human Physiology; Human anatomy, cytology & histology; Law; Linguistics; Medicine & Health; Meteorology; Motion pictures, radio, television; Personal Health & Safety; Physics; Psychology; Sound & related vibrations; Stage Presentations","wide from side to side: ""a heavy black mark"""
πήληξ,10,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,"Art Metalwork; Ball games; Economics; Fashion design of clothing; Games Of Chance; Geography & Travel; Heraldry; History & Geography; Human anatomy, cytology & histology; Human figures; Mathematics; Money; Numismatics & Sigillography; Production; Transportation; Ground Transportation; Water, Air & Space Transportation",the award given to the champion
τολμάω,10,-1,(noise),30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,,"take upon oneself; act presumptuously, without permission: ""How dare you call my lawyer?"""
καταδέω,10,130,Animals (Zoology) (7); Law (7); Psychology (7),17,Psychology (31); Economics (29); Life Sciences; Biology (28),False,,
αὔριον,10,-1,(noise),14,Psychology (35); Economics (32); Law (29),True,Economics; Linguistics; Money; Time,"the next day, the day after, following the present day"
Θρασυμήδης,10,163,(no shared semfield),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ἀλοιφή,10,-1,(noise),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,"Architecture; Building & Construction; Chemistry; Color; Geography & Travel; Geology, Hydrology & Meteorology; Human anatomy, cytology & histology; Life Sciences; Biology; Literature; Managemennt of personal and family living; grooming; Medicine & Health; Number & quantity; Painting; Pharmacology & therapeutics; Plants (Botany); Water, Air & Space Transportation",a paint that provides a hard glossy transparent coating
ἐρυθρός,10,178,"Eating, drinking; using drugs (17); Life Sciences; Biology (13); Food & Drink (12)",33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,Color; Food & Drink; Human Physiology; Medicine & Health,"characterized by violence or bloodshed: ""writes of crimson deeds and barbaric days""-Andrea Parke; ""fann'd by Conquest's "
ἐχθαίρω,10,-1,(noise),36,Psychology (20); Economics (18); Law (16),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Banks and banking; Building & Construction; Business enterprises and their structure; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Fashion design of clothing; Games Of Chance; Geography & Travel; Higher Education; History & Geography; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Music; Philosophy & Psychology; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Sculpture, Ceramics & Metalwork; Secondary education; Sociology & anthropology; Stage Presentations; Transportation; Ground Transportation","resist or confront with resistance: ""The politician defied public opinion""; ""The new material withstands even the greate"
γουνόομαι,10,-1,(noise),50,"Psychology (23); Medicine & Health (23); Eating, drinking; using drugs (20)",True,,
ἀπαγγέλλω,10,-1,(noise),6,Psychology (19); Life Sciences; Biology (19); Athletic & Outdoor Sports & Games (18),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; Higher Education; Institutions pertaining to relations of the sexes; Insurance; Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Plants (Botany); Political Science; Production; Psychology; Public Administration; Public Finance; Science; Secondary education; Stage Presentations; Transportation; Ground Transportation","harmonize with or adjust to: ""key one's actions to the voters"" prevailing attitude"""
